Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_desocupada_abierta,Poblacion_Economicamente_Activa,Tasa_de_desocupacion,,
2020,1,Nayarit,Hombres,13585,347160,3.913181242,,
2020,1,Nayarit,Mujeres,8614,250990,3.432009243,,
2020,1,Nuevo León,Hombres,63620,1712252,3.715574577,,
2020,1,Nuevo León,Mujeres,39736,1047661,3.792829933,,
2020,1,Oaxaca,Hombres,18885,1019554,1.852280507,,
2020,1,Oaxaca,Mujeres,11856,780860,1.518325948,,
2020,1,Puebla,Hombres,53488,1792437,2.984093723,,
2020,1,Puebla,Mujeres,30015,1187949,2.526623618,,
2020,1,Querétaro,Hombres,24928,633040,3.937823834,,
2020,1,Querétaro,Mujeres,11233,401386,2.798553014,,
2020,1,Quintana Roo,Hombres,14842,566264,2.62103895,,
2020,1,Quintana Roo,Mujeres,12504,356540,3.507039883,,
2020,1,San Luis Potosí,Hombres,16248,770507,2.108741387,,
2020,1,San Luis Potosí,Mujeres,9700,478271,2.028138859,,
2020,1,Sinaloa,Hombres,22116,843512,2.621895124,,
2020,1,Sinaloa,Mujeres,18439,563206,3.273935292,,
2020,1,Sonora,Hombres,35872,853810,4.201403122,,
2020,1,Sonora,Mujeres,26009,562055,4.627483075,,
2020,1,Tabasco,Hombres,30181,650973,4.636290599,,
2020,1,Tabasco,Mujeres,24906,394399,6.314924734,,
2020,1,Tamaulipas,Hombres,31364,958518,3.272134691,,
2020,1,Tamaulipas,Mujeres,19865,647791,3.066575485,,
2020,1,Tlaxcala,Hombres,14503,358762,4.042512864,,
2020,1,Tlaxcala,Mujeres,10037,251325,3.993633741,,
2020,1,Veracruz,Hombres,55763,2140557,2.605069615,,
2020,1,Veracruz,Mujeres,35916,1274737,2.81752236,,
2020,1,Yucatán,Hombres,11760,685673,1.715103264,,
2020,1,Yucatán,Mujeres,10917,461903,2.363483242,,
2020,1,Zacatecas,Hombres,12368,413907,2.988110856,,
2020,1,Zacatecas,Mujeres,9914,256291,3.868259127,,
2020,2,Nacional,Hombres,1538316.33,28613520.62,5.376186841,,
2020,2,Nacional,Mujeres,725464.3372,18365327.67,3.950184556,,
2020,2,Aguascalientes,Hombres,15734.99995,375012.6659,4.195858267,,
2020,2,Aguascalientes,Mujeres,6391.333263,239475.3334,2.668890016,,
2020,2,Baja California,Hombres,20898.00003,879882.3353,2.375090304,,
2020,2,Baja California,Mujeres,11743.33328,448205.3322,2.620078887,,
2020,2,Baja California Sur,Hombres,10975.99981,347611.3312,3.157549489,,
2020,2,Baja California Sur,Mujeres,6084.666649,194560.9993,3.127382503,,
2020,2,Campeche,Hombres,15811.66644,205215.3331,7.704914737,,
2020,2,Campeche,Mujeres,4069.66669,122109.0005,3.332814677,,
2020,2,Coahuila,Hombres,109127.3311,811113.6646,13.45401217,,
2020,2,Coahuila,Mujeres,9428.999977,365152.3337,2.582209973,,
2020,2,Colima,Hombres,11558.00002,264593.9999,4.36820186,,
2020,2,Colima,Mujeres,6314.000031,152158.9999,4.149606684,,
2020,2,Chiapas,Hombres,47129.66689,639699,7.367475467,,
2020,2,Chiapas,Mujeres,19377.33334,634775.0054,3.052630173,,
2020,2,Chihuahua,Hombres,61478.66642,1061806.334,5.790007503,,
2020,2,Chihuahua,Mujeres,24786.00042,467376.0013,5.303224887,,
2020,2,Ciudad de México,Hombres,87031.33342,1761013,4.942117601,,
2020,2,Ciudad de México,Mujeres,56185.33398,1339874.332,4.193328631,,
2020,2,Durango,Hombres,26005.66615,299115.3318,8.69419364,,
2020,2,Durango,Mujeres,3062.666626,156457.6664,1.957504989,,
2020,2,Guanajuato,Hombres,149009.9997,1573724.998,9.468617442,,
2020,2,Guanajuato,Mujeres,73948.66608,1011556.002,7.310387754,,
2020,2,Guerrero,Hombres,16684.33325,460973.9976,3.619365374,,
2020,2,Guerrero,Mujeres,19784.66699,340877.667,5.804037315,,
2020,2,Hidalgo,Hombres,23379.99998,1354887.329,1.725604741,,
2020,2,Hidalgo,Mujeres,7043.33327,724510.334,0.972150836,,
2020,2,Jalisco,Hombres,52462.99945,2421068.329,2.166935927,,
2020,2,Jalisco,Mujeres,106755.6675,1771047.67,6.027825751,,
2020,2,México,Hombres,220758.3346,2960793.666,7.45605265,,
2020,2,México,Mujeres,95024.33325,2162226.67,4.394744296,,
2020,2,Michoacán,Hombres,128731.6676,1982423.655,6.493650705,,
2020,2,Michoacán,Mujeres,70178.00259,1335711.661,5.253978433,,
2020,2,Morelos,Hombres,13384.99994,308176.9991,4.343283236,,
2020,2,Morelos,Mujeres,1666,188674.3343,0.883002983,,
2020,2,Nayarit,Hombres,13369.66669,221982.001,6.022860697,,
2020,2,Nayarit,Mujeres,5973.333412,135851.3338,4.396963389,,
2020,2,Nuevo León,Hombres,66285.66602,950572.337,6.973237431,,
2020,2,Nuevo León,Mujeres,31209.6665,741077.0032,4.211393198,,
2020,2,Oaxaca,Hombres,55739.66681,822742.3331,6.774863109,,
2020,2,Oaxaca,Mujeres,6561.33345,395434.669,1.659271168,,
2020,2,Puebla,Hombres,91551.33313,1195412.664,7.658554732,,
2020,2,Puebla,Mujeres,24775,719838.6665,3.441743429,,
2020,2,Querétaro,Hombres,5806.333496,199649.6655,2.908261069,,
2020,2,Querétaro,Mujeres,0,174776.3325,0,,
2020,2,Quintana Roo,Hombres,11783.33345,380331.6637,3.098173141,,
2020,2,Quintana Roo,Mujeres,9747.333282,214127.6651,4.552113001,,
2020,2,San Luis Potosí,Hombres,33047.33352,884862.9914,3.734740162,,
2020,2,San Luis Potosí,Mujeres,30049.66608,605455.996,4.963146171,,
2020,2,Sinaloa,Hombres,28337,783876.3385,3.614983463,,
2020,2,Sinaloa,Mujeres,6490.333344,418777.6687,1.549827947,,
2020,2,Sonora,Hombres,100452.3329,1256751.996,7.993011599,,
2020,2,Sonora,Mujeres,27351.00012,745943.9997,3.666629148,,
2020,2,Tabasco,Hombres,37833.00002,707283.9973,5.349053586,,
2020,2,Tabasco,Mujeres,9674.999996,341754.3314,2.830980944,,
2020,2,Tamaulipas,Hombres,21671.66644,702594.6649,3.084519073,,
2020,2,Tamaulipas,Mujeres,15274.33348,482362.6677,3.166566259,,
2020,2,Tlaxcala,Hombres,15590.33337,223536.6659,6.974396487,,
2020,2,Tlaxcala,Mujeres,14352,173174.3329,8.287602303,,
2020,2,Veracruz,Hombres,23589.33286,1896776.66,1.243653686,,
2020,2,Veracruz,Mujeres,1480.666626,1079583.99,0.137151592,,
2020,2,Yucatán,Hombres,7898.000031,394462.6672,2.002217367,,
2020,2,Yucatán,Mujeres,504.6666565,193755.3347,0.260465941,,
2020,2,Zacatecas,Hombres,15197.66658,285572.0009,5.32183356,,
2020,2,Zacatecas,Mujeres,20176.00029,288664.3346,6.989433011,,
2020,3,Nacional,Hombres,1785698,33405814,5.345470702,,
2020,3,Nacional,Mujeres,975380,20165977,4.836760451,,
2020,3,Aguascalientes,Hombres,21107,380362,5.549187353,,
2020,3,Aguascalientes,Mujeres,10716,232526,4.608516897,,
2020,3,Baja California,Hombres,30995,1022596,3.031011269,,
2020,3,Baja California,Mujeres,15102,654776,2.306437621,,
2020,3,Baja California Sur,Hombres,16285,221309,7.358489713,,
2020,3,Baja California Sur,Mujeres,10716,144173,7.432737059,,
2020,3,Campeche,Hombres,9291,249478,3.72417608,,
2020,3,Campeche,Mujeres,5583,139275,4.008616047,,
2020,3,Coahuila,Hombres,70674,871238,8.111905128,,
2020,3,Coahuila,Mujeres,31590,516019,6.121867606,,
2020,3,Colima,Hombres,9020,210128,4.29262164,,
2020,3,Colima,Mujeres,5199,132951,3.910463253,,
2020,3,Chiapas,Hombres,45588,1436781,3.172926145,,
2020,3,Chiapas,Mujeres,22584,568855,3.970080249,,
2020,3,Chihuahua,Hombres,49099,1059782,4.632933943,,
2020,3,Chihuahua,Mujeres,32294,672796,4.799969084,,
2020,3,Ciudad de México,Hombres,189094,2213456,8.542930151,,
2020,3,Ciudad de México,Mujeres,123649,1700281,7.272268525,,
2020,3,Durango,Hombres,24487,512238,4.780395051,,
2020,3,Durango,Mujeres,14356,295522,4.857844763,,
2020,3,Guanajuato,Hombres,120854,1631064,7.409519185,,
2020,3,Guanajuato,Mujeres,55218,1019301,5.417241816,,
2020,3,Guerrero,Hombres,26424,914424,2.889687935,,
2020,3,Guerrero,Mujeres,21926,556837,3.937597538,,
2020,3,Hidalgo,Hombres,25515,795760,3.206368754,,
2020,3,Hidalgo,Mujeres,16425,461216,3.561238118,,
2020,3,Jalisco,Hombres,126550,2314717,5.467191022,,
2020,3,Jalisco,Mujeres,61468,1445046,4.253705418,,
2020,3,México,Hombres,303666,4435579,6.846141169,,
2020,3,México,Mujeres,154978,2550519,6.076331915,,
2020,3,Michoacán,Hombres,33438,1250878,2.673162371,,
2020,3,Michoacán,Mujeres,16492,701931,2.349518685,,
2020,3,Morelos,Hombres,14132,496283,2.847568827,,
2020,3,Morelos,Mujeres,8560,336306,2.545301006,,
2020,3,Nayarit,Hombres,20887,382077,5.466699121,,
2020,3,Nayarit,Mujeres,11829,245157,4.825071281,,
2020,3,Nuevo León,Hombres,85672,1702451,5.032274057,,
2020,3,Nuevo León,Mujeres,56860,1007364,5.644434385,,
2020,3,Oaxaca,Hombres,26159,1043539,2.506758252,,
2020,3,Oaxaca,Mujeres,28949,757896,3.819653356,,
2020,3,Puebla,Hombres,80472,1742618,4.617879535,,
2020,3,Puebla,Mujeres,51138,1074443,4.759489335,,
2020,3,Querétaro,Hombres,59833,608210,9.837556107,,
2020,3,Querétaro,Mujeres,20938,374603,5.589383961,,
2020,3,Quintana Roo,Hombres,54076,516995,10.45967563,,
2020,3,Quintana Roo,Mujeres,29775,307468,9.683934588,,
2020,3,San Luis Potosí,Hombres,29521,764326,3.862357162,,
2020,3,San Luis Potosí,Mujeres,18777,448290,4.188583283,,
2020,3,Sinaloa,Hombres,50549,778274,6.495013324,,
2020,3,Sinaloa,Mujeres,14990,460945,3.252014882,,
2020,3,Sonora,Hombres,62799,782396,8.02649809,,
2020,3,Sonora,Mujeres,20232,459134,4.406556692,,
2020,3,Tabasco,Hombres,40803,593798,6.871528702,,
2020,3,Tabasco,Mujeres,25287,293171,8.625341524,,
2020,3,Tamaulipas,Hombres,35501,936765,3.789744493,,
2020,3,Tamaulipas,Mujeres,22323,590221,3.782142621,,
2020,3,Tlaxcala,Hombres,19136,343325,5.573727518,,
2020,3,Tlaxcala,Mujeres,17226,222924,7.727297195,,
2020,3,Veracruz,Hombres,63799,2051522,3.109837477,,
2020,3,Veracruz,Mujeres,23884,1135841,2.102759101,,
2020,3,Yucatán,Hombres,26821,705153,3.803571707,,
2020,3,Yucatán,Mujeres,12986,411334,3.157045126,,
2020,3,Zacatecas,Hombres,13451,438292,3.068958594,,
2020,3,Zacatecas,Mujeres,13330,248856,5.356511396,,
2020,4,Nacional,Hombres,1604188,34061444,4.709688761,,
2020,4,Nacional,Mujeres,925181,21591996,4.284833139,,
2020,4,Aguascalientes,Hombres,21281,371570,5.727319213,,
2020,4,Aguascalientes,Mujeres,10835,246338,4.398428176,,
2020,4,Baja California,Hombres,34551,1057336,3.267740813,,
2020,4,Baja California,Mujeres,15175,669217,2.26757539,,
2020,4,Baja California Sur,Hombres,11541,237601,4.857302789,,
2020,4,Baja California Sur,Mujeres,9773,155286,6.293548678,,
2020,4,Campeche,Hombres,9738,265129,3.672929027,,
2020,4,Campeche,Mujeres,4388,151605,2.894363642,,
2020,4,Coahuila,Hombres,63349,898051,7.054053723,,
2020,4,Coahuila,Mujeres,24620,530494,4.640957296,,
2020,4,Colima,Hombres,6952,207437,3.351378973,,
2020,4,Colima,Mujeres,6380,142561,4.47527725,,
2020,4,Chiapas,Hombres,35573,1483101,2.398555459,,
2020,4,Chiapas,Mujeres,21619,615091,3.514764482,,
2020,4,Chihuahua,Hombres,32719,1037304,3.154234439,,
2020,4,Chihuahua,Mujeres,31165,673080,4.630207405,,
2020,4,Ciudad de México,Hombres,179240,2337147,7.66917956,,
2020,4,Ciudad de México,Mujeres,97076,1829622,5.305795405,,
2020,4,Durango,Hombres,25726,502583,5.118756504,,
2020,4,Durango,Mujeres,13329,298242,4.46918945,,
2020,4,Guanajuato,Hombres,86990,1630758,5.334329189,,
2020,4,Guanajuato,Mujeres,59031,1105510,5.339707465,,
2020,4,Guerrero,Hombres,24816,955403,2.59743794,,
2020,4,Guerrero,Mujeres,11785,566616,2.079891849,,
2020,4,Hidalgo,Hombres,14697,780361,1.883359112,,
2020,4,Hidalgo,Mujeres,13522,506634,2.668987869,,
2020,4,Jalisco,Hombres,100430,2315335,4.337601254,,
2020,4,Jalisco,Mujeres,53781,1486588,3.617747486,,
2020,4,México,Hombres,297549,4501548,6.609926185,,
2020,4,México,Mujeres,171019,2827442,6.048541402,,
2020,4,Michoacán,Hombres,33465,1251572,2.673837382,,
2020,4,Michoacán,Mujeres,11750,721513,1.628522286,,
2020,4,Morelos,Hombres,13234,504849,2.621377877,,
2020,4,Morelos,Mujeres,7505,350817,2.139291996,,
2020,4,Nayarit,Hombres,18157,370497,4.900714446,,
2020,4,Nayarit,Mujeres,7435,263151,2.825374025,,
2020,4,Nuevo León,Hombres,65185,1711745,3.808102258,,
2020,4,Nuevo León,Mujeres,51663,1051695,4.912355769,,
2020,4,Oaxaca,Hombres,21173,1107243,1.912227036,,
2020,4,Oaxaca,Mujeres,11046,788570,1.400763407,,
2020,4,Puebla,Hombres,125972,1782746,7.066177683,,
2020,4,Puebla,Mujeres,51378,1171432,4.385913992,,
2020,4,Querétaro,Hombres,50249,642316,7.82309642,,
2020,4,Querétaro,Mujeres,22953,417034,5.50386779,,
2020,4,Quintana Roo,Hombres,44503,547548,8.127689262,,
2020,4,Quintana Roo,Mujeres,31033,333199,9.313653402,,
2020,4,San Luis Potosí,Hombres,27024,774890,3.487462737,,
2020,4,San Luis Potosí,Mujeres,13752,473816,2.90239249,,
2020,4,Sinaloa,Hombres,21138,803613,2.630370589,,
2020,4,Sinaloa,Mujeres,10413,495290,2.102404652,,
2020,4,Sonora,Hombres,39921,834962,4.78117567,,
2020,4,Sonora,Mujeres,29096,560930,5.187099995,,
2020,4,Tabasco,Hombres,50547,610969,8.27325118,,
2020,4,Tabasco,Mujeres,24380,330251,7.382263793,,
2020,4,Tamaulipas,Hombres,33583,951792,3.528396961,,
2020,4,Tamaulipas,Mujeres,19051,646105,2.948591947,,
2020,4,Tlaxcala,Hombres,17009,358875,4.739533264,,
2020,4,Tlaxcala,Mujeres,16702,245155,6.812832698,,
2020,4,Veracruz,Hombres,65021,2065733,3.147599424,,
2020,4,Veracruz,Mujeres,45992,1233914,3.727326216,,
2020,4,Yucatán,Hombres,17474,721859,2.420694346,,
2020,4,Yucatán,Mujeres,13598,439832,3.091634988,,
2020,4,Zacatecas,Hombres,15381,439571,3.499093434,,
2020,4,Zacatecas,Mujeres,13936,264966,5.259542734,,
2021,1,Nacional,Hombres,1517983,34189144,4.439956145,,
2021,1,Nacional,Mujeres,893880,21195989,4.217212983,,
2021,1,Aguascalientes,Hombres,13313,374170,3.558008392,,
2021,1,Aguascalientes,Mujeres,9084,244119,3.721136003,,
2021,1,Baja California,Hombres,26308,1048841,2.508292487,,
2021,1,Baja California,Mujeres,17940,683141,2.626105006,,
2021,1,Baja California Sur,Hombres,11123,236983,4.693585616,,
2021,1,Baja California Sur,Mujeres,8976,166469,5.391994906,,
2021,1,Campeche,Hombres,7482,274577,2.724918693,,
2021,1,Campeche,Mujeres,5361,164286,3.263211716,,
2021,1,Coahuila,Hombres,47993,885293,5.421143057,,
2021,1,Coahuila,Mujeres,24550,534069,4.596784311,,
2021,1,Colima,Hombres,6463,208582,3.098541581,,
2021,1,Colima,Mujeres,5246,156681,3.348204313,,
2021,1,Chiapas,Hombres,42107,1482013,2.841203147,,
2021,1,Chiapas,Mujeres,25543,649262,3.934159091,,
2021,1,Chihuahua,Hombres,43423,1032713,4.204750013,,
2021,1,Chihuahua,Mujeres,23016,638501,3.604692867,,
2021,1,Ciudad de México,Hombres,184876,2363831,7.821032891,,
2021,1,Ciudad de México,Mujeres,120327,1811826,6.641200645,,
2021,1,Durango,Hombres,22024,496575,4.43518099,,
2021,1,Durango,Mujeres,11324,307002,3.688575319,,
2021,1,Guanajuato,Hombres,103887,1645792,6.312280045,,
2021,1,Guanajuato,Mujeres,54813,1038530,5.277940936,,
2021,1,Guerrero,Hombres,18467,860250,2.14670154,,
2021,1,Guerrero,Mujeres,5487,555691,0.987419267,,
2021,1,Hidalgo,Hombres,38784,786695,4.929991928,,
2021,1,Hidalgo,Mujeres,12730,493819,2.577867599,,
2021,1,Jalisco,Hombres,88209,2353924,3.747317246,,
2021,1,Jalisco,Mujeres,56101,1525982,3.676386746,,
2021,1,México,Hombres,288636,4577259,6.305869954,,
2021,1,México,Mujeres,183729,2679388,6.857125582,,
2021,1,Michoacán,Hombres,33923,1272110,2.666671907,,
2021,1,Michoacán,Mujeres,16670,717590,2.323053554,,
2021,1,Morelos,Hombres,11596,491491,2.359351443,,
2021,1,Morelos,Mujeres,4940,331695,1.489320008,,
2021,1,Nayarit,Hombres,12672,401637,3.155087803,,
2021,1,Nayarit,Mujeres,4610,249943,1.844420528,,
2021,1,Nuevo León,Hombres,81912,1753541,4.671233806,,
2021,1,Nuevo León,Mujeres,53763,1031639,5.211416009,,
2021,1,Oaxaca,Hombres,20865,1065347,1.958516803,,
2021,1,Oaxaca,Mujeres,7548,786590,0.959585044,,
2021,1,Puebla,Hombres,58710,1800646,3.260496511,,
2021,1,Puebla,Mujeres,40761,1076623,3.786004943,,
2021,1,Querétaro,Hombres,34909,640394,5.45117537,,
2021,1,Querétaro,Mujeres,15046,369901,4.067574838,,
2021,1,Quintana Roo,Hombres,47541,576839,8.241641082,,
2021,1,Quintana Roo,Mujeres,27896,342220,8.151481503,,
2021,1,San Luis Potosí,Hombres,25262,746351,3.384734528,,
2021,1,San Luis Potosí,Mujeres,12823,487479,2.630472287,,
2021,1,Sinaloa,Hombres,20934,837402,2.499874612,,
2021,1,Sinaloa,Mujeres,12303,511106,2.407132767,,
2021,1,Sonora,Hombres,35050,808472,4.335338763,,
2021,1,Sonora,Mujeres,25292,548952,4.607324502,,
2021,1,Tabasco,Hombres,39279,621329,6.321771557,,
2021,1,Tabasco,Mujeres,18933,346308,5.467098652,,
2021,1,Tamaulipas,Hombres,39076,961706,4.063196029,,
2021,1,Tamaulipas,Mujeres,21829,624733,3.494132693,,
2021,1,Tlaxcala,Hombres,19459,347942,5.592598766,,
2021,1,Tlaxcala,Mujeres,14868,237778,6.252891352,,
2021,1,Veracruz,Hombres,58834,2099292,2.802563912,,
2021,1,Veracruz,Mujeres,25409,1156057,2.197902007,,
2021,1,Yucatán,Hombres,20043,711426,2.81729934,,
2021,1,Yucatán,Mujeres,15212,472293,3.220881953,,
2021,1,Zacatecas,Hombres,14823,425721,3.481857836,,
2021,1,Zacatecas,Mujeres,11750,256316,4.584185146,,
2021,2,Nacional,Hombres,1480051,35057441,4.221788464,,
2021,2,Nacional,Mujeres,945455,22610813,4.181428593,,
2021,2,Aguascalientes,Hombres,17267,379035,4.555515981,,
2021,2,Aguascalientes,Mujeres,7196,252829,2.846192486,,
2021,2,Baja California,Hombres,24008,1097712,2.187094611,,
2021,2,Baja California,Mujeres,20246,711029,2.847422538,,
2021,2,Baja California Sur,Hombres,9326,249403,3.739329519,,
2021,2,Baja California Sur,Mujeres,9490,177312,5.352147627,,
2021,2,Campeche,Hombres,6665,272514,2.445745907,,
2021,2,Campeche,Mujeres,6167,170691,3.612961433,,
2021,2,Coahuila,Hombres,46907,912357,5.141298856,,
2021,2,Coahuila,Mujeres,24140,554927,4.350121728,,
2021,2,Colima,Hombres,6138,217497,2.822107891,,
2021,2,Colima,Mujeres,6049,163597,3.697500565,,
2021,2,Chiapas,Hombres,38892,1557648,2.496841392,,
2021,2,Chiapas,Mujeres,26941,705658,3.817855108,,
2021,2,Chihuahua,Hombres,41046,1074139,3.821293147,,
2021,2,Chihuahua,Mujeres,21833,666493,3.275803347,,
2021,2,Ciudad de México,Hombres,170288,2515067,6.770714259,,
2021,2,Ciudad de México,Mujeres,151879,1924527,7.891757299,,
2021,2,Durango,Hombres,23973,518540,4.623172754,,
2021,2,Durango,Mujeres,14768,324627,4.549221106,,
2021,2,Guanajuato,Hombres,106148,1675906,6.333768123,,
2021,2,Guanajuato,Mujeres,50930,1124602,4.528713269,,
2021,2,Guerrero,Hombres,17154,917603,1.869435911,,
2021,2,Guerrero,Mujeres,5962,613772,0.971370476,,
2021,2,Hidalgo,Hombres,19400,805368,2.408836706,,
2021,2,Hidalgo,Mujeres,10112,520806,1.941605895,,
2021,2,Jalisco,Hombres,78690,2392572,3.288929236,,
2021,2,Jalisco,Mujeres,53729,1564547,3.43415698,,
2021,2,México,Hombres,307450,4715426,6.520089595,,
2021,2,México,Mujeres,168413,3037317,5.544794962,,
2021,2,Michoacán,Hombres,20440,1257496,1.625452487,,
2021,2,Michoacán,Mujeres,20080,784348,2.560088124,,
2021,2,Morelos,Hombres,14038,520105,2.69907038,,
2021,2,Morelos,Mujeres,7844,335206,2.340053579,,
2021,2,Nayarit,Hombres,12725,395496,3.217478811,,
2021,2,Nayarit,Mujeres,4865,231639,2.100250821,,
2021,2,Nuevo León,Hombres,81581,1797052,4.539712819,,
2021,2,Nuevo León,Mujeres,54976,1105986,4.970768165,,
2021,2,Oaxaca,Hombres,18731,1075217,1.74206695,,
2021,2,Oaxaca,Mujeres,10948,769018,1.423633777,,
2021,2,Puebla,Hombres,69277,1799875,3.848989513,,
2021,2,Puebla,Mujeres,50731,1224428,4.143240762,,
2021,2,Querétaro,Hombres,42289,642223,6.584784413,,
2021,2,Querétaro,Mujeres,18403,410703,4.480853561,,
2021,2,Quintana Roo,Hombres,39528,588255,6.719534896,,
2021,2,Quintana Roo,Mujeres,17634,332396,5.305117992,,
2021,2,San Luis Potosí,Hombres,23382,780539,2.995622256,,
2021,2,San Luis Potosí,Mujeres,14015,501787,2.793017755,,
2021,2,Sinaloa,Hombres,19408,843045,2.302130966,,
2021,2,Sinaloa,Mujeres,15745,525059,2.998710621,,
2021,2,Sonora,Hombres,19250,825290,2.33251342,,
2021,2,Sonora,Mujeres,21865,576735,3.791169255,,
2021,2,Tabasco,Hombres,31265,639179,4.891431039,,
2021,2,Tabasco,Mujeres,27172,359185,7.56490388,,
2021,2,Tamaulipas,Hombres,30309,973631,3.112986337,,
2021,2,Tamaulipas,Mujeres,18715,672127,2.784444011,,
2021,2,Tlaxcala,Hombres,17814,361440,4.928618858,,
2021,2,Tlaxcala,Mujeres,13620,257819,5.282775901,,
2021,2,Veracruz,Hombres,95348,2139573,4.456403217,,
2021,2,Veracruz,Mujeres,47895,1259788,3.801830149,,
2021,2,Yucatán,Hombres,16473,696284,2.365844971,,
2021,2,Yucatán,Mujeres,13442,492727,2.728082691,,
2021,2,Zacatecas,Hombres,14841,421954,3.517208037,,
2021,2,Zacatecas,Mujeres,9650,259128,3.724028279,,
2021,3,Nacional,Hombres,1461860,35462690,4.122247917,,
2021,3,Nacional,Mujeres,1009356,22844756,4.418326902,,
2021,3,Aguascalientes,Hombres,20506,394705,5.195272419,,
2021,3,Aguascalientes,Mujeres,9568,255439,3.745708369,,
2021,3,Baja California,Hombres,31213,1104448,2.826117662,,
2021,3,Baja California,Mujeres,21011,709177,2.962730038,,
2021,3,Baja California Sur,Hombres,10195,250849,4.064197984,,
2021,3,Baja California Sur,Mujeres,7862,173540,4.530367639,,
2021,3,Campeche,Hombres,7544,271393,2.779732712,,
2021,3,Campeche,Mujeres,5642,159945,3.527462565,,
2021,3,Coahuila,Hombres,47146,923086,5.10743311,,
2021,3,Coahuila,Mujeres,26256,565760,4.640837104,,
2021,3,Colima,Hombres,5935,224682,2.641511113,,
2021,3,Colima,Mujeres,5575,169966,3.280067778,,
2021,3,Chiapas,Hombres,41100,1519828,2.704253376,,
2021,3,Chiapas,Mujeres,30133,650216,4.634306138,,
2021,3,Chihuahua,Hombres,33915,1092195,3.105214728,,
2021,3,Chihuahua,Mujeres,19836,682610,2.905905275,,
2021,3,Ciudad de México,Hombres,174800,2598114,6.72795728,,
2021,3,Ciudad de México,Mujeres,155468,2126013,7.312655191,,
2021,3,Durango,Hombres,20251,510547,3.966530016,,
2021,3,Durango,Mujeres,15218,331787,4.586677597,,
2021,3,Guanajuato,Hombres,104129,1697388,6.13466102,,
2021,3,Guanajuato,Mujeres,49096,1132871,4.333767922,,
2021,3,Guerrero,Hombres,15202,934250,1.627187584,,
2021,3,Guerrero,Mujeres,9134,592565,1.541434273,,
2021,3,Hidalgo,Hombres,26091,810564,3.218869824,,
2021,3,Hidalgo,Mujeres,13521,566442,2.387005201,,
2021,3,Jalisco,Hombres,75036,2410145,3.113339654,,
2021,3,Jalisco,Mujeres,59047,1549355,3.811069768,,
2021,3,México,Hombres,265902,4869514,5.460544933,,
2021,3,México,Mujeres,197424,3087311,6.394691043,,
2021,3,Michoacán,Hombres,30506,1342725,2.271946974,,
2021,3,Michoacán,Mujeres,17257,830656,2.077514639,,
2021,3,Morelos,Hombres,13413,519646,2.581180265,,
2021,3,Morelos,Mujeres,7664,338174,2.266288952,,
2021,3,Nayarit,Hombres,13868,355670,3.899119971,,
2021,3,Nayarit,Mujeres,6461,245022,2.636906074,,
2021,3,Nuevo León,Hombres,69020,1781539,3.874178449,,
2021,3,Nuevo León,Mujeres,63396,1085116,5.842324692,,
2021,3,Oaxaca,Hombres,22258,1064044,2.091830789,,
2021,3,Oaxaca,Mujeres,8954,719869,1.24383742,,
2021,3,Puebla,Hombres,80310,1789627,4.487527289,,
2021,3,Puebla,Mujeres,46351,1210112,3.830306616,,
2021,3,Querétaro,Hombres,38121,661112,5.766193928,,
2021,3,Querétaro,Mujeres,20661,426076,4.849134896,,
2021,3,Quintana Roo,Hombres,26811,586179,4.573858838,,
2021,3,Quintana Roo,Mujeres,16767,344265,4.870376018,,
2021,3,San Luis Potosí,Hombres,29399,780175,3.768257122,,
2021,3,San Luis Potosí,Mujeres,25655,531566,4.82630567,,
2021,3,Sinaloa,Hombres,25375,814709,3.11460902,,
2021,3,Sinaloa,Mujeres,14149,532709,2.656046735,,
2021,3,Sonora,Hombres,36774,849815,4.327294764,,
2021,3,Sonora,Mujeres,25920,591302,4.383546817,,
2021,3,Tabasco,Hombres,42346,644408,6.571302653,,
2021,3,Tabasco,Mujeres,21188,361950,5.853847216,,
2021,3,Tamaulipas,Hombres,39066,995500,3.924259166,,
2021,3,Tamaulipas,Mujeres,21978,666086,3.299573929,,
2021,3,Tlaxcala,Hombres,18157,366627,4.952444855,,
2021,3,Tlaxcala,Mujeres,16246,260167,6.24445068,,
2021,3,Veracruz,Hombres,70117,2165149,3.238437632,,
2021,3,Veracruz,Mujeres,45315,1217402,3.722270869,,
2021,3,Yucatán,Hombres,13303,698665,1.904059886,,
2021,3,Yucatán,Mujeres,13946,458629,3.040802043,,
2021,3,Zacatecas,Hombres,14051,435392,3.227206747,,
2021,3,Zacatecas,Mujeres,12657,272658,4.642079088,,
2021,4,Nacional,Hombres,1266430,35555690,3.561820907,,
2021,4,Nacional,Mujeres,884152,23206103,3.809997741,,
2021,4,Aguascalientes,Hombres,18369,396686,4.630614642,,
2021,4,Aguascalientes,Mujeres,10502,262882,3.994948304,,
2021,4,Baja California,Hombres,27208,1113476,2.443519214,,
2021,4,Baja California,Mujeres,10136,713972,1.419663516,,
2021,4,Baja California Sur,Hombres,5096,256108,1.989785559,,
2021,4,Baja California Sur,Mujeres,6018,172640,3.485866543,,
2021,4,Campeche,Hombres,8024,271240,2.958265743,,
2021,4,Campeche,Mujeres,4802,162686,2.951698364,,
